fecha_captura,fecha_actualizacion,nivel,ubigeo,nombre_ubigeo,actas_contabilizadas,contabilizadas,total_actas,participacion,votos_emitidos,votos_validos,enviadas_jee,pendientes_jee
2026-06-08T03:13:57+00:00,2026-06-08T03:12:01+00:00,departamento,030000,APURÍMAC,41.078,541,1317,30.989,111974,105463,4,772
2026-06-08T03:13:57+00:00,2026-06-08T03:12:01+00:00,departamento,040000,AREQUIPA,75.991,3203,4215,62.601,767814,719377,21,991
2026-06-08T03:13:57+00:00,2026-06-08T03:12:01+00:00,departamento,050000,AYACUCHO,44.368,843,1900,33.948,176611,167502,11,1046
2026-06-08T03:13:57+00:00,2026-06-08T03:12:01+00:00,departamento,060000,CAJAMARCA,40.66,1724,4240,30.555,366290,338175,9,2507
2026-06-08T03:13:57+00:00,2026-06-08T03:12:01+00:00,departamento,240000,CALLAO,68.979,1999,2898,53.583,460260,428896,46,853
2026-06-08T03:13:57+00:00,2026-06-08T03:12:01+00:00,departamento,070000,CUSCO,57.118,2275,3983,43.778,496340,463304,33,1675
2026-06-08T03:13:57+00:00,2026-06-08T03:12:01+00:00,departamento,080000,HUANCAVELICA,36.292,462,1273,25.576,86816,82194,4,807
2026-06-08T03:13:57+00:00,2026-06-08T03:12:01+00:00,departamento,090000,HUÁNUCO,52.584,1231,2341,37.581,246728,230287,9,1101
2026-06-08T03:13:57+00:00,2026-06-08T03:12:01+00:00,departamento,100000,ICA,63.979,1563,2443,52.445,374454,353053,11,869
2026-06-08T03:13:57+00:00,2026-06-08T03:12:01+00:00,departamento,110000,JUNÍN,61.907,2285,3691,47.328,502858,471110,17,1389
2026-06-08T03:13:57+00:00,2026-06-08T03:12:01+00:00,departamento,120000,LA LIBERTAD,63.844,3385,5302,49.226,764322,708222,25,1892
2026-06-08T03:13:57+00:00,2026-06-08T03:12:01+00:00,departamento,130000,LAMBAYEQUE,72.368,2598,3590,56.36,592538,546938,10,982
2026-06-08T03:13:57+00:00,2026-06-08T03:12:01+00:00,departamento,140000,LIMA,61.138,17881,29247,48.596,4204051,3947042,547,10819
2026-06-08T03:13:57+00:00,2026-06-08T03:12:01+00:00,departamento,150000,LORETO,29.477,795,2697,19.457,150971,140926,10,1892
2026-06-08T03:13:57+00:00,2026-06-08T03:12:01+00:00,departamento,160000,MADRE DE DIOS,57.594,292,507,42.236,62330,59139,4,211
2026-06-08T03:13:57+00:00,2026-06-08T03:12:01+00:00,departamento,170000,MOQUEGUA,81.142,469,578,66.563,109582,103083,2,107
2026-06-08T03:13:57+00:00,2026-06-08T03:12:01+00:00,departamento,180000,PASCO,41.646,334,802,29.112,65123,60616,7,461
2026-06-08T03:13:57+00:00,2026-06-08T03:12:01+00:00,departamento,190000,PIURA,57.035,3012,5281,44.526,683069,629512,48,2221
2026-06-08T03:13:57+00:00,2026-06-08T03:12:01+00:00,departamento,200000,PUNO,53.577,1820,3397,43.437,418511,398514,20,1557
2026-06-08T03:13:57+00:00,2026-06-08T03:12:01+00:00,departamento,210000,SAN MARTÍN,50.197,1272,2534,37.545,271680,251160,7,1255
2026-06-08T03:13:57+00:00,2026-06-08T03:12:01+00:00,departamento,220000,TACNA,81.94,853,1041,67.449,204110,192499,12,176
2026-06-08T03:13:57+00:00,2026-06-08T03:12:01+00:00,departamento,230000,TUMBES,92.405,584,632,70.48,127793,117723,3,45
2026-06-08T03:13:57+00:00,2026-06-08T03:12:01+00:00,departamento,250000,UCAYALI,54.284,849,1564,36.944,167697,157092,21,694
